Date/Time,Cogeneration:ElectricitySurplusSold [J](Hourly),Cogeneration:ElectricityPurchased [J](Hourly),Photovoltaic:ElectricityProduced [J](Hourly) 
 02/12  09:00:00,0.0,4103058.26598075,5523346.44051659 
 02/12  10:00:00,1987591.72851316,31628.3985191351,9338972.33249711 
 02/12  11:00:00,6527610.82165348,0.0,12605537.8684041 
 02/12  12:00:00,9682341.15605628,0.0,15442790.1045591 
 02/12  13:00:00,10746644.0519774,0.0,16199968.6499011 
 02/12  14:00:00,9333237.54473769,0.0,15146873.6710465 
 02/12  15:00:00,7061073.01723087,0.0,13301721.6948304 
 02/12  16:00:00,2224879.91815209,0.0,9029360.61732654 
 02/12  17:00:00,0.0,2927350.07573451,5000246.43516932 
 02/12  18:00:00,0.0,7406301.4118964,1520053.52248887 
 02/12  19:00:00,0.0,9353061.89215123,0.0 
 02/12  20:00:00,0.0,9084606.99829451,0.0 
 02/12  21:00:00,0.0,8422384.36162824,0.0 
 02/12  22:00:00,0.0,7337527.44211948,0.0 
 02/12  23:00:00,0.0,5841881.03763025,0.0 
 02/12  24:00:00,0.0,4446060.98160002,0.0 
 02/13  01:00:00,0.0,3856140.07133734,0.0 
 02/13  02:00:00,0.0,4964720.87815161,0.0 
 02/13  03:00:00,0.0,5950685.82764567,0.0 
 02/13  04:00:00,0.0,6805785.12069124,0.0 
 02/13  05:00:00,0.0,7582726.41975763,0.0 
 02/13  06:00:00,0.0,8798198.94312935,0.0 
 02/13  07:00:00,0.0,10428468.9011455,0.0 
 02/13  08:00:00,0.0,9794825.26141847,758260.855510973 
 02/13  09:00:00,0.0,7474606.79806265,2343758.25437228 
 02/13  10:00:00,0.0,6182546.37073732,3082790.75860831 
 02/13  11:00:00,0.0,4099873.91232656,3770666.64230577 
 02/13  12:00:00,0.0,1482506.48267353,4955542.43826529 
 02/13  13:00:00,2203675.45410535,0.0,7294394.80932246 
 02/13  14:00:00,4298867.95458059,0.0,9128353.56541202 
 02/13  15:00:00,5186280.25579245,0.0,9990482.94451138 
 02/13  16:00:00,2491089.621035,0.0,8323694.90878883 
 02/13  17:00:00,0.0,2466169.53196506,4222920.11302133 
 02/13  18:00:00,0.0,6596278.69462194,1139431.58415759 
 02/13  19:00:00,0.0,8481302.93057011,0.0 
 02/13  20:00:00,0.0,8298529.23782574,0.0 
 02/13  21:00:00,0.0,7778996.29974934,0.0 
 02/13  22:00:00,0.0,6965917.62468545,0.0 
 02/13  23:00:00,0.0,5570697.51642431,0.0 
 02/13  24:00:00,0.0,4286071.86343,0.0 
 02/14  01:00:00,0.0,3631508.81504394,0.0 
 02/14  02:00:00,0.0,4669300.5165477,0.0 
 02/14  03:00:00,0.0,5443126.51405724,0.0 
 02/14  04:00:00,0.0,6253003.31643521,0.0 
 02/14  05:00:00,0.0,7385226.2588961,0.0 
 02/14  06:00:00,0.0,8793741.75439203,0.0 
 02/14  07:00:00,0.0,10283839.7027969,0.0 
 02/14  08:00:00,0.0,8916756.13318711,1110131.81540288 
 02/14  09:00:00,0.0,5338588.88918032,3362949.73915823 
 02/14  10:00:00,575486.431073404,1372947.6334929,6103832.92952071 
 02/14  11:00:00,6193476.6459445,0.0,11816402.0715112 
 02/14  12:00:00,8964472.15397107,0.0,14309724.9746111 
 02/14  13:00:00,8132694.25180278,0.0,13571654.8299571 
 02/14  14:00:00,3411723.18071991,0.0,9111106.45732398 
 02/14  15:00:00,1248934.94984956,0.0,7105045.58948138 
 02/14  16:00:00,0.0,1343176.09185342,4922876.04065413 
 02/14  17:00:00,0.0,4156882.4969,3285627.68773297 
 02/14  18:00:00,0.0,7609511.35218246,989694.169339297 
 02/14  19:00:00,0.0,9287968.62928926,0.0 
 02/14  20:00:00,0.0,9082258.61448905,0.0 
 02/14  21:00:00,0.0,8563055.73178323,0.0 
 02/14  22:00:00,0.0,7511307.07470844,0.0 
 02/14  23:00:00,0.0,5753408.30187541,0.0 
 02/14  24:00:00,0.0,4280736.6043342,0.0 
 02/15  01:00:00,0.0,3247667.81455187,0.0 
 02/15  02:00:00,0.0,2896938.66185288,0.0 
 02/15  03:00:00,0.0,2768311.93329341,0.0 
 02/15  04:00:00,0.0,2862063.95262003,0.0 
 02/15  05:00:00,0.0,3819157.54860704,0.0 
 02/15  06:00:00,0.0,5329696.21841368,0.0 
 02/15  07:00:00,0.0,6645972.85876186,0.0 
 02/15  08:00:00,0.0,6585600.07825057,467255.520224161 
 02/15  09:00:00,0.0,5379621.70290318,1539357.6691396 
 02/15  10:00:00,0.0,3464479.1205204,2791313.66077033 
 02/15  11:00:00,0.0,1915108.47782027,3709677.39878766 
 02/15  12:00:00,0.0,993323.450260663,4356313.02471715 
 02/15  13:00:00,382042.172035265,0.0,5439415.7130383 
 02/15  14:00:00,53233.5586088438,418169.445524161,4462508.91907864 
 02/15  15:00:00,0.0,1964774.49577,2669199.12304425 
 02/15  16:00:00,0.0,2918229.53714361,1960990.32438337 
 02/15  17:00:00,0.0,4671184.8736522,1183686.81793129 
 02/15  18:00:00,0.0,6738980.17594005,416229.169274279 
 02/15  19:00:00,0.0,8036303.58792471,0.0 
 02/15  20:00:00,0.0,8002828.96132488,0.0 
 02/15  21:00:00,0.0,7703849.30002427,0.0 
 02/15  22:00:00,0.0,6971995.79403124,0.0 
 02/15  23:00:00,0.0,6031604.26145038,0.0 
 02/15  24:00:00,0.0,5641165.33056396,0.0 
 02/16  01:00:00,0.0,5375257.53972582,0.0 
 02/16  02:00:00,0.0,5526685.16428139,0.0 
 02/16  03:00:00,0.0,5785018.45533013,0.0 
 02/16  04:00:00,0.0,6055611.3377709,0.0 
 02/16  05:00:00,0.0,6627654.14057304,0.0 
 02/16  06:00:00,0.0,7709631.09855914,0.0 
 02/16  07:00:00,0.0,9099083.31860203,0.0 
 02/16  08:00:00,0.0,8514654.65725454,810853.004643539 
 02/16  09:00:00,0.0,4986578.05564173,3233837.13602746 
 02/16  10:00:00,0.0,1882930.99448951,4950606.49146544 
 02/16  11:00:00,0.0,685113.075867406,5047868.65985805 
 02/16  12:00:00,0.0,435569.314048175,4914647.01269463 
 02/16  13:00:00,1448350.31886528,0.0,6506289.20224783 
 02/16  14:00:00,4298287.11021968,0.0,9124759.30115418 
 02/16  15:00:00,4578705.97229124,0.0,9577672.23367016 
 02/16  16:00:00,3347444.91587596,0.0,9504429.99981631 
 02/16  17:00:00,0.0,2070468.15860649,5138846.86854615 
 02/16  18:00:00,0.0,6533835.19615707,1771911.56432662 
 02/16  19:00:00,0.0,8670372.50705664,0.0 
 02/16  20:00:00,0.0,8474885.73347625,0.0 
 02/16  21:00:00,0.0,7933353.2424364,0.0 
 02/16  22:00:00,0.0,6976018.23317484,0.0 
 02/16  23:00:00,0.0,5568544.91841138,0.0 
 02/16  24:00:00,0.0,4284383.60732618,0.0 
 02/17  01:00:00,0.0,3252622.77806775,0.0 
 02/17  02:00:00,0.0,4131075.70928815,0.0 
 02/17  03:00:00,0.0,5178790.72612433,0.0 
 02/17  04:00:00,0.0,6258929.39464955,0.0 
 02/17  05:00:00,0.0,7287924.41451407,0.0 
 02/17  06:00:00,0.0,8518037.28719627,0.0 
 02/17  07:00:00,0.0,10168473.6328781,0.0 
 02/17  08:00:00,0.0,8546304.75966918,1292246.25959417 
 02/17  09:00:00,104005.279942511,2067542.9436797,5111479.95465273 
 02/17  10:00:00,2903976.97272753,0.0,8791602.18955846 
 02/17  11:00:00,6416180.79926769,0.0,12035466.6084782 
 02/17  12:00:00,9324766.46051575,0.0,14786978.3174714 
 02/17  13:00:00,9603759.71196662,0.0,15576643.000753 
 02/17  14:00:00,8090783.49536927,0.0,14433148.3126942 
 02/17  15:00:00,4556402.5132818,0.0,11179232.5137748 
 02/17  16:00:00,815974.135396905,99942.8041069281,7981409.89051965 
 02/17  17:00:00,0.0,3415821.24157256,5013211.38787596 
 02/17  18:00:00,0.0,7823371.87202063,1529266.05404673 
 02/17  19:00:00,0.0,9683238.94388793,0.0 
 02/17  20:00:00,0.0,9430110.39323617,0.0 
 02/17  21:00:00,0.0,8815369.72937357,0.0 
 02/17  22:00:00,0.0,7636206.38391595,0.0 
 02/17  23:00:00,0.0,5731883.14420852,0.0 
 02/17  24:00:00,0.0,4280495.90273065,0.0 
 02/18  01:00:00,0.0,3315313.16241044,0.0 
 02/18  02:00:00,0.0,2939260.66830846,0.0 
 02/18  03:00:00,0.0,3165914.15981222,0.0 
 02/18  04:00:00,0.0,4160146.15634694,0.0 
 02/18  05:00:00,0.0,5415502.93353587,0.0 
 02/18  06:00:00,0.0,7045784.1539508,0.0 
 02/18  07:00:00,0.0,8948358.84145823,0.0 
 02/18  08:00:00,0.0,7633189.12063203,1302425.23853615 
 02/18  09:00:00,52779.1766142997,1643260.50271522,5230679.46604255 
 02/18  10:00:00,2848141.65754761,0.0,9202702.85308339 
 02/18  11:00:00,6062653.57271119,0.0,12168959.2046298 
 02/18  12:00:00,7313113.31570063,0.0,13836485.0691785 
 02/18  13:00:00,7646389.54898211,0.0,14493696.4803678 
 02/18  14:00:00,6180654.7546768,0.0,13305985.0419819 
 02/18  15:00:00,1586156.65142205,1972.39896572359,8675271.28220182 
 02/18  16:00:00,0.0,2027161.61338322,5313420.71493787 
 02/18  17:00:00,0.0,4626038.5239744,4006251.8615459 
 02/18  18:00:00,0.0,8364290.03779407,1564758.66986872 
 02/18  19:00:00,0.0,10344321.7692118,0.0 
 02/18  20:00:00,0.0,10038070.1272263,0.0 
 02/18  21:00:00,0.0,9395969.98208146,0.0 
 02/18  22:00:00,0.0,8228721.8291044,0.0 
 02/18  23:00:00,0.0,6281630.64746047,0.0 
 02/18  24:00:00,0.0,4466640.0655321,0.0 
 02/19  01:00:00,0.0,3313564.13995659,0.0 
 02/19  02:00:00,0.0,2936850.43361157,0.0 
 02/19  03:00:00,0.0,2794585.31695188,0.0 
 02/19  04:00:00,0.0,3140350.20427861,0.0 
 02/19  05:00:00,0.0,4287643.26472483,0.0 
 02/19  06:00:00,0.0,5783319.06356044,0.0 
 02/19  07:00:00,0.0,7615076.84373963,0.0 
 02/19  08:00:00,0.0,7151795.43646365,995382.466673049 
 02/19  09:00:00,0.0,2420149.80347784,4414224.03599868 
 02/19  10:00:00,2727506.71327405,0.0,9080689.86097694 
 02/19  11:00:00,4894060.45735723,0.0,10997378.8178492 
 02/19  12:00:00,6608651.47688618,0.0,13215212.5395527 
 02/19  13:00:00,6229604.48965375,0.0,13064534.5645087 
 02/19  14:00:00,2346565.44837392,0.0,9040478.36701143 
 02/19  15:00:00,972670.657365246,0.0,7915946.29682426 
 02/19  16:00:00,0.0,1703003.70520308,5648626.03989522 
 02/19  17:00:00,0.0,5224118.29445646,3058412.93751876 
 02/19  18:00:00,0.0,8365781.87619811,1187410.36197751 
 02/19  19:00:00,0.0,10299111.4083357,0.0 
 02/19  20:00:00,0.0,10097301.0030646,0.0 
 02/19  21:00:00,0.0,9565331.27270195,0.0 
 02/19  22:00:00,0.0,8503967.7523228,0.0 
 02/19  23:00:00,0.0,6644699.03475817,0.0 
 02/19  24:00:00,0.0,4831657.91291915,0.0 
 02/20  01:00:00,0.0,3293026.80154613,0.0 
 02/20  02:00:00,0.0,2893556.7250707,0.0 
 02/20  03:00:00,0.0,2763923.42923518,0.0 
 02/20  04:00:00,0.0,2733242.47206705,0.0 
 02/20  05:00:00,0.0,3074484.85255037,0.0 
 02/20  06:00:00,0.0,4203589.67674221,0.0 
 02/20  07:00:00,0.0,5736631.11347415,0.0 
 02/20  08:00:00,0.0,4994516.33532987,1428252.6483571 
 02/20  09:00:00,184674.066355972,1010298.82764905,5313965.8501858 
 02/20  10:00:00,3176472.71501109,0.0,9467596.29955974 
 02/20  11:00:00,6120447.94920231,0.0,12864926.3480618 
 02/20  12:00:00,8309668.73036283,0.0,15120394.0924797 
 02/20  13:00:00,9057903.25278151,0.0,15963974.5609793 
 02/20  14:00:00,8231281.042229,0.0,15368246.0878158 
 02/20  15:00:00,5602827.07419273,0.0,13116795.9745556 
 02/20  16:00:00,1090043.14431003,182198.321426294,8827048.08581329 
 02/20  17:00:00,0.0,4087795.48923386,4502850.90180182 
 02/20  18:00:00,0.0,7922288.99586557,1423069.1437086 
 02/20  19:00:00,0.0,9667090.64826587,0.0 
 02/20  20:00:00,0.0,9205108.13420674,0.0 
 02/20  21:00:00,0.0,8477304.39469959,0.0 
 02/20  22:00:00,0.0,7318849.54557121,0.0 
 02/20  23:00:00,0.0,5568368.53973126,0.0 
 02/20  24:00:00,0.0,4282193.50264793,0.0 
 02/21  01:00:00,0.0,3251178.4626461,0.0 
 02/21  02:00:00,0.0,3453171.62454976,0.0 
 02/21  03:00:00,0.0,4742979.18456825,0.0 
 02/21  04:00:00,0.0,5757079.85231524,0.0 
 02/21  05:00:00,0.0,6924511.64496782,0.0 
 02/21  06:00:00,0.0,8750198.00116829,0.0 
 02/21  07:00:00,0.0,10766040.2942649,0.0 
 02/21  08:00:00,0.0,8355904.26672831,1493267.12434315 
 02/21  09:00:00,244603.215997268,1607150.87844735,5547358.0043871 
 02/21  10:00:00,3778206.21333615,0.0,9662948.70280845 
 02/21  11:00:00,7374074.62180908,0.0,12990670.5163288 
 02/21  12:00:00,9608347.17722963,0.0,15035075.7443066 
 02/21  13:00:00,10070114.8951458,0.0,15955282.4664262 
 02/21  14:00:00,9120854.42573286,0.0,15397557.4285101 
 02/21  15:00:00,6617928.44523188,0.0,13463000.5031094 
 02/21  16:00:00,2585771.41459322,0.0,10331454.5594044 
 02/21  17:00:00,0.0,2672429.1714945,6222784.14525526 
 02/21  18:00:00,0.0,7655338.3687859,2122250.96548469 
 02/21  19:00:00,0.0,9725406.42878024,0.0 
 02/21  20:00:00,0.0,9361731.98495813,0.0 
 02/21  21:00:00,0.0,8748833.48183729,0.0 
 02/21  22:00:00,0.0,7589808.39348886,0.0 
 02/21  23:00:00,0.0,5682009.88834191,0.0 
 02/21  24:00:00,0.0,4280187.03507109,0.0 
 02/22  01:00:00,0.0,3249442.08062535,0.0 
 02/22  02:00:00,0.0,3123040.48361134,0.0 
 02/22  03:00:00,0.0,4396198.90540649,0.0 
 02/22  04:00:00,0.0,5380414.60846643,0.0 
 02/22  05:00:00,0.0,6898560.57957835,0.0 
 02/22  06:00:00,0.0,8639567.21676622,0.0 
 02/22  07:00:00,0.0,10397990.7983069,0.0 
 02/22  08:00:00,0.0,8041619.46856227,1489729.60371844 
 02/22  09:00:00,218280.729858828,1408767.44799212,5427861.68411245 
 02/22  10:00:00,3714375.43203836,0.0,9596926.12365565 
 02/22  11:00:00,7390027.21580877,0.0,13004075.2005925 
 02/22  12:00:00,9355314.1306189,0.0,15239464.058034 
 02/22  13:00:00,9750877.23639233,0.0,16114050.2661722 
 02/22  14:00:00,8259984.23463941,0.0,14979291.7079403 
 02/22  15:00:00,4407573.01191105,0.0,11467444.2041148 
 02/22  16:00:00,1898725.83688197,0.0,9989435.00833205 
 02/22  17:00:00,0.0,3237692.40009592,5830869.64710295 
 02/22  18:00:00,0.0,7929917.8803773,1934531.76564218 
 02/22  19:00:00,0.0,9958311.56955698,0.0 
 02/22  20:00:00,0.0,9549308.38093477,0.0 
 02/22  21:00:00,0.0,8858514.73955608,0.0 
 02/22  22:00:00,0.0,7704203.39107799,0.0 
 02/22  23:00:00,0.0,5797707.19715576,0.0 
 02/22  24:00:00,0.0,4279512.01192972,0.0 
 02/23  01:00:00,0.0,3248188.27083734,0.0 
 02/23  02:00:00,0.0,2899399.84648188,0.0 
 02/23  03:00:00,0.0,3731945.74803651,0.0 
 02/23  04:00:00,0.0,4937240.41282188,0.0 
 02/23  05:00:00,0.0,6234822.47387389,0.0 
 02/23  06:00:00,0.0,8121551.14149621,0.0 
 02/23  07:00:00,0.0,10100569.316096,0.0 
 02/23  08:00:00,0.0,7612541.59131055,1526647.2958979 
 02/23  09:00:00,192666.745781969,1239716.39900102,5445116.58997086 
 02/23  10:00:00,3334840.49525612,0.0,9216969.05556956 
 02/23  11:00:00,6722372.70149047,0.0,12336307.0395414 
 02/23  12:00:00,8549499.68662604,0.0,14490629.074267 
 02/23  13:00:00,8587954.99022857,0.0,14970211.1507326 
 02/23  14:00:00,7726800.20061315,0.0,14616967.8300633 
 02/23  15:00:00,5759741.14865585,0.0,13377884.3210598 
 02/23  16:00:00,1697135.16974896,0.0,10235216.8559209 
 02/23  17:00:00,0.0,3610306.41594736,6118097.2391638 
 02/23  18:00:00,0.0,8453815.03366206,2081784.83969298 
 02/23  19:00:00,0.0,10482180.8461674,0.0 
 02/23  20:00:00,0.0,10090077.5520892,0.0 
 02/23  21:00:00,0.0,9362878.99200797,0.0 
 02/23  22:00:00,0.0,8142098.15954168,0.0 
 02/23  23:00:00,0.0,6281832.44883442,0.0 
 02/23  24:00:00,0.0,4529778.16588552,0.0 
 02/24  01:00:00,0.0,3245008.37161895,0.0 
 02/24  02:00:00,0.0,2895647.16527526,0.0 
 02/24  03:00:00,0.0,2767263.37790564,0.0 
 02/24  04:00:00,0.0,2836766.74014354,0.0 
 02/24  05:00:00,0.0,4085849.45269914,0.0 
 02/24  06:00:00,0.0,5789501.28424515,0.0 
 02/24  07:00:00,0.0,7843736.24027915,0.0 
 02/24  08:00:00,0.0,5818260.0906564,1477276.81618597 
 02/24  09:00:00,194000.496890445,988507.262841436,5344978.55857176 
 02/24  10:00:00,3608918.33233488,0.0,9486369.51736814 
 02/24  11:00:00,6459546.43177958,0.0,12803439.0808396 
 02/24  12:00:00,8173612.32062689,0.0,14981365.4556484 
 02/24  13:00:00,8570437.97230086,0.0,15800501.9577378 
 02/24  14:00:00,7320475.65998108,0.0,15173232.332482 
 02/24  15:00:00,4513244.7759216,0.0,13207448.9893723 
 02/24  16:00:00,695748.418728191,389450.925523741,10030364.6940853 
 02/24  17:00:00,0.0,4965537.10265046,5963449.14206054 
 02/24  18:00:00,0.0,9703403.42728714,2004919.67709273 
 02/24  19:00:00,0.0,11405489.7310988,59331.6388709886 
 02/24  20:00:00,0.0,10928575.9120292,0.0 
 02/24  21:00:00,0.0,10217188.3438014,0.0 
 02/24  22:00:00,0.0,8949447.6811476,0.0 
 02/24  23:00:00,0.0,6954329.11416967,0.0 
 02/24  24:00:00,0.0,5164916.74151068,0.0 
 02/25  01:00:00,0.0,3738572.38601886,0.0 
 02/25  02:00:00,0.0,2980859.97098862,0.0 
 02/25  03:00:00,0.0,2789644.85645714,0.0 
 02/25  04:00:00,0.0,2756747.27700376,0.0 
 02/25  05:00:00,0.0,3120892.99328536,0.0 
 02/25  06:00:00,0.0,4311768.25512255,0.0 
 02/25  07:00:00,0.0,6376334.32840467,0.0 
 02/25  08:00:00,0.0,5405589.97763896,1373916.39046799 
 02/25  09:00:00,24273.5603889531,1485272.54989875,5108073.04750134 
 02/25  10:00:00,2550515.49413873,0.0,9248519.48784532 
 02/25  11:00:00,5272797.19447196,0.0,12602658.1938714 
 02/25  12:00:00,7235000.79072164,0.0,14790830.9090232 
 02/25  13:00:00,7633066.65439624,0.0,15562781.0806528 
 02/25  14:00:00,6347081.51852442,0.0,14963259.5764789 
 02/25  15:00:00,3627604.84577003,0.0,13017929.9019674 
 02/25  16:00:00,315943.961418865,694821.046216688,9796041.60773581 
 02/25  17:00:00,0.0,5522099.78202856,5714720.64107006 
 02/25  18:00:00,0.0,10158819.0499281,1872214.47923031 
 02/25  19:00:00,0.0,11918774.1467599,62791.2390024068 
 02/25  20:00:00,0.0,11397496.5804305,0.0 
 02/25  21:00:00,0.0,10602275.9374052,0.0 
 02/25  22:00:00,0.0,9357194.13891883,0.0 
 02/25  23:00:00,0.0,7277852.6951205,0.0 
 02/25  24:00:00,0.0,5358024.79153367,0.0 
 02/26  01:00:00,0.0,3794328.05021377,0.0 
 02/26  02:00:00,0.0,3015192.38282674,0.0 
 02/26  03:00:00,0.0,2788540.4411434,0.0 
 02/26  04:00:00,0.0,2755692.59304167,0.0 
 02/26  05:00:00,0.0,3120016.06093096,0.0 
 02/26  06:00:00,0.0,4310190.24048659,0.0 
 02/26  07:00:00,0.0,5904321.0974176,0.0 
 02/26  08:00:00,0.0,5149578.4547205,1621588.1336608 
 02/26  09:00:00,148081.768294439,1115918.62323957,5598177.57804333 
 02/26  10:00:00,2467130.28510175,0.0,9693262.2964622 
 02/26  11:00:00,5145419.78876193,0.0,13011726.0697194 
 02/26  12:00:00,7056763.25202527,0.0,15100678.5869002 
 02/26  13:00:00,7484893.19792121,0.0,15860825.0267196 
 02/26  14:00:00,6363676.71825313,0.0,15301158.4447774 
 02/26  15:00:00,3813093.16771248,0.0,13433439.9874011 
 02/26  16:00:00,408111.468105325,639363.167850948,10282348.2292074 
 02/26  17:00:00,0.0,5467691.89456386,6223497.91318455 
 02/26  18:00:00,0.0,10228343.9020987,2191085.08570366 
 02/26  19:00:00,0.0,12062253.2579823,64243.5399208872 
 02/26  20:00:00,0.0,11554432.6168058,0.0 
 02/26  21:00:00,0.0,10766469.4769518,0.0 
 02/26  22:00:00,0.0,9492524.52962768,0.0 
 02/26  23:00:00,0.0,7432417.27405216,0.0 
 02/26  24:00:00,0.0,5508497.00918472,0.0 
 02/27  01:00:00,0.0,3766724.79731811,0.0 
 02/27  02:00:00,0.0,3019563.52342932,0.0 
 02/27  03:00:00,0.0,2761841.36074504,0.0 
 02/27  04:00:00,0.0,2731540.48758046,0.0 
 02/27  05:00:00,0.0,3072811.32835868,0.0 
 02/27  06:00:00,0.0,4199311.65266737,0.0 
 02/27  07:00:00,0.0,5653245.68042781,0.0 
 02/27  08:00:00,0.0,4559369.38437032,1853554.3671915 
 02/27  09:00:00,205193.009392817,630057.204432359,5954823.90134618 
 02/27  10:00:00,2787881.74354032,0.0,9994594.80876957 
 02/27  11:00:00,5685535.93005997,0.0,13246822.20024 
 02/27  12:00:00,7587277.6475358,0.0,15332470.2502438 
 02/27  13:00:00,8059985.96091536,0.0,16184089.9467328 
 02/27  14:00:00,6584500.81190104,0.0,15202929.7195364 
 02/27  15:00:00,2849324.79923623,0.0,12044074.2577404 
 02/27  16:00:00,425210.067792736,496530.345130609,10255902.8083522 
 02/27  17:00:00,0.0,5063994.60776412,6521652.19835576 
 02/27  18:00:00,0.0,9944262.21459651,2381484.28005346 
 02/27  19:00:00,0.0,11812869.1413275,62694.5409460604 
 02/27  20:00:00,0.0,11297819.3257251,0.0 
 02/27  21:00:00,0.0,10521136.3417947,0.0 
 02/27  22:00:00,0.0,9251661.29726309,0.0 
 02/27  23:00:00,0.0,7312831.64932562,0.0 
 02/27  24:00:00,0.0,5490564.87853308,0.0 
 02/28  01:00:00,0.0,3905642.94422586,0.0 
 02/28  02:00:00,0.0,3115343.08399872,0.0 
 02/28  03:00:00,0.0,2763809.81664253,0.0 
 02/28  04:00:00,0.0,2730972.76115148,0.0 
 02/28  05:00:00,0.0,3072210.04129397,0.0 
 02/28  06:00:00,0.0,4198521.49007286,0.0 
 02/28  07:00:00,0.0,5651960.93935633,0.0 
 02/28  08:00:00,0.0,4738691.51967536,1672707.90481303 
 02/28  09:00:00,48115.1090844283,1007427.14688601,5695848.60222024 
 02/28  10:00:00,2456693.29960494,0.0,9854199.51603385 
 02/28  11:00:00,5308476.10624673,0.0,13168509.8880691 
 02/28  12:00:00,7261516.46471345,0.0,15306645.464251 
 02/28  13:00:00,7833899.17505623,0.0,16087552.6763087 
 02/28  14:00:00,6728992.95059426,0.0,15467519.0933671 
 02/28  15:00:00,4095053.7223622,0.0,13499828.3286234 
 02/28  16:00:00,562586.612121153,464059.949873337,10305232.7288372 
 02/28  17:00:00,0.0,4951662.90602638,6222645.75895315 
 02/28  18:00:00,0.0,9667356.31501909,2194631.79023985 
 02/28  19:00:00,0.0,11618880.2577592,69049.5318722945 
 02/28  20:00:00,0.0,11067124.6482129,0.0 
 02/28  21:00:00,0.0,10326102.9770528,0.0 
 02/28  22:00:00,0.0,9091017.4183873,0.0 
 02/28  23:00:00,0.0,7010994.28037315,0.0 
 02/28  24:00:00,0.0,5067415.22138742,0.0 
 03/01  01:00:00,0.0,3481636.4476387,0.0 
 03/01  02:00:00,0.0,2893214.11112515,0.0 
 03/01  03:00:00,0.0,2764822.61684788,0.0 
 03/01  04:00:00,0.0,2735515.61657814,0.0 
 03/01  05:00:00,0.0,3393533.92167725,0.0 
 03/01  06:00:00,0.0,5325863.15640548,0.0 
 03/01  07:00:00,0.0,7170616.07518455,0.0 
 03/01  08:00:00,0.0,7862598.82867346,254772.330539011 
 03/01  09:00:00,0.0,5601635.81845783,2079265.05410346 
 03/01  10:00:00,2848135.5832382,0.0,8725465.77519126 
 03/01  11:00:00,3961537.63089613,0.0,9573615.85997624 
 03/01  12:00:00,7163585.02634432,0.0,12499913.7644157 
 03/01  13:00:00,605352.027532283,738023.310798288,4914725.22084068 
 03/01  14:00:00,5420026.32969659,0.0,10631861.1274078 
 03/01  15:00:00,7171253.8129345,0.0,13184214.3706918 
 03/01  16:00:00,4006699.83501582,0.0,10808253.3816151 
 03/01  17:00:00,136225.177761373,1118301.25323571,7065829.15126382 
 03/01  18:00:00,0.0,6036728.7791536,3061015.23603512 
 03/01  19:00:00,0.0,8994184.14470185,91246.8303792408 
 03/01  20:00:00,0.0,8821133.33209104,0.0 
 03/01  21:00:00,0.0,8303893.41820113,0.0 
 03/01  22:00:00,0.0,7185731.31019857,0.0 
 03/01  23:00:00,0.0,5562294.28273195,0.0 
 03/01  24:00:00,0.0,4280009.36051922,0.0 
 03/02  01:00:00,0.0,3251202.80506299,0.0 
 03/02  02:00:00,0.0,4169196.38396824,0.0 
 03/02  03:00:00,0.0,5074203.16161982,0.0 
 03/02  04:00:00,0.0,6158978.08326783,0.0 
 03/02  05:00:00,0.0,7533947.06135857,0.0 
 03/02  06:00:00,0.0,9213088.25144175,0.0 
 03/02  07:00:00,0.0,11012244.7169442,0.0 
 03/02  08:00:00,0.0,7643315.90162186,2105232.12305493 
 03/02  09:00:00,737942.381233368,971005.055836356,6559425.5362535 
 03/02  10:00:00,4815705.70100699,0.0,10691882.7753354 
 03/02  11:00:00,8522565.0834626,0.0,14132251.0970451 
 03/02  12:00:00,10521878.1274573,0.0,15877030.3370628 
 03/02  13:00:00,10922785.9149426,0.0,16542456.9982333 
 03/02  14:00:00,9720223.95183379,0.0,15677449.8700218 
 03/02  15:00:00,7700311.54163498,0.0,14257536.331636 
 03/02  16:00:00,3973226.6137512,0.0,11409688.9676982 
 03/02  17:00:00,119455.482071618,1324506.63160833,7551084.27761323 
 03/02  18:00:00,0.0,6687613.91564268,3110667.97066209 
 03/02  19:00:00,0.0,9752877.25240889,137867.665114655 
 03/02  20:00:00,0.0,9449700.81903794,0.0 
 03/02  21:00:00,0.0,8843852.06397292,0.0 
 03/02  22:00:00,0.0,7627684.13830046,0.0 
 03/02  23:00:00,0.0,5690153.10732329,0.0 
 03/02  24:00:00,0.0,4277320.99725161,0.0 
 03/03  01:00:00,0.0,3247631.85684911,0.0 
 03/03  02:00:00,0.0,3154786.91449316,0.0 
 03/03  03:00:00,0.0,4544638.22757119,0.0 
 03/03  04:00:00,0.0,5625183.67983675,0.0 
 03/03  05:00:00,0.0,6891291.63292623,0.0 
 03/03  06:00:00,0.0,7947820.4696203,0.0 
 03/03  07:00:00,0.0,9523382.33123552,108115.24244906 
 03/03  08:00:00,0.0,6087214.67844161,2306246.79492923 
 03/03  09:00:00,800274.438668856,441647.871515663,6630999.41192509 
 03/03  10:00:00,4721384.55870385,0.0,10594497.7202539 
 03/03  11:00:00,8087816.52691273,0.0,13694521.1137675 
 03/03  12:00:00,9469492.47109179,0.0,15288985.2141032 
 03/03  13:00:00,9973187.19125212,0.0,16238774.8986154 
 03/03  14:00:00,9056486.04173507,0.0,15797455.247976 
 03/03  15:00:00,6388797.36665019,0.0,13775621.727076 
