Date/Time,Cogeneration:ElectricitySurplusSold [J](Hourly),Cogeneration:ElectricityPurchased [J](Hourly),Photovoltaic:ElectricityProduced [J](Hourly) 
 10/18  19:00:00,0.0,12005774.7115205,0.0 
 10/18  20:00:00,0.0,11416235.7182045,0.0 
 10/18  21:00:00,0.0,10639519.2499354,0.0 
 10/18  22:00:00,0.0,9478614.88717817,0.0 
 10/18  23:00:00,0.0,7526235.95327716,0.0 
 10/18  24:00:00,0.0,5761773.01373437,0.0 
 10/19  01:00:00,0.0,4260523.54707127,0.0 
 10/19  02:00:00,0.0,3602732.08709623,0.0 
 10/19  03:00:00,0.0,3261331.82646285,0.0 
 10/19  04:00:00,0.0,3009823.62789649,0.0 
 10/19  05:00:00,0.0,3188846.11993272,0.0 
 10/19  06:00:00,0.0,4250546.06220105,0.0 
 10/19  07:00:00,0.0,5291908.35138078,423239.306141661 
 10/19  08:00:00,0.0,3643897.12946643,3565804.91958263 
 10/19  09:00:00,521258.366132882,278654.449707272,7788170.81899438 
 10/19  10:00:00,3483313.96011298,0.0,11369000.8775979 
 10/19  11:00:00,6259019.08703878,0.0,14414578.1585695 
 10/19  12:00:00,7471518.90376112,0.0,15793296.7031178 
 10/19  13:00:00,6173968.92178244,0.0,14653125.3526789 
 10/19  14:00:00,4062810.58943023,0.0,12884713.7456595 
 10/19  15:00:00,870744.122128578,23759.1859858469,9803997.60637385 
 10/19  16:00:00,0.0,2274786.76629226,7049488.69296959 
 10/19  17:00:00,0.0,7120069.68346852,2769669.34140202 
 10/19  18:00:00,0.0,10258383.393786,378465.647479996 
 10/19  19:00:00,0.0,11167141.8471511,0.0 
 10/19  20:00:00,0.0,10835652.8855871,0.0 
 10/19  21:00:00,0.0,10179219.77267,0.0 
 10/19  22:00:00,0.0,8992010.42166432,0.0 
 10/19  23:00:00,0.0,7244429.66954427,0.0 
 10/19  24:00:00,0.0,5650604.40010258,0.0 
 10/20  01:00:00,0.0,4347676.4834021,0.0 
 10/20  02:00:00,0.0,3791946.95747947,0.0 
 10/20  03:00:00,0.0,3469009.82496876,0.0 
 10/20  04:00:00,0.0,3268003.23019212,0.0 
 10/20  05:00:00,0.0,3551382.53603568,0.0 
 10/20  06:00:00,0.0,4571956.90239916,0.0 
 10/20  07:00:00,0.0,5793598.19362625,178480.729788454 
 10/20  08:00:00,0.0,5898566.00463626,926974.320485876 
 10/20  09:00:00,0.0,4469682.39304105,2059741.47015004 
 10/20  10:00:00,112890.15276884,1217264.03415642,5802382.6306054 
 10/20  11:00:00,2066688.98598381,0.0,9688299.68649324 
 10/20  12:00:00,635884.463442785,20656.7774939585,8215399.37023541 
 10/20  13:00:00,2736630.22980603,0.0,10828258.2002868 
 10/20  14:00:00,4594828.38278853,0.0,13391342.483293 
 10/20  15:00:00,1470592.354111,0.0,10293715.9805943 
 10/20  16:00:00,0.0,1838240.45729429,7322470.15424647 
 10/20  17:00:00,0.0,6380772.10142877,3554795.72863248 
 10/20  18:00:00,0.0,10012908.8252012,432516.140146044 
 10/20  19:00:00,0.0,10941826.7145765,0.0 
 10/20  20:00:00,0.0,10574261.1211228,0.0 
 10/20  21:00:00,0.0,9938045.9655699,0.0 
 10/20  22:00:00,0.0,8848292.399422,0.0 
 10/20  23:00:00,0.0,7071301.51618219,0.0 
 10/20  24:00:00,0.0,5381671.54040207,0.0 
 10/21  01:00:00,0.0,4050041.1318055,0.0 
 10/21  02:00:00,0.0,3416195.86014668,0.0 
 10/21  03:00:00,0.0,3064413.57473543,0.0 
 10/21  04:00:00,0.0,2855265.40055411,0.0 
 10/21  05:00:00,0.0,3097382.77220588,0.0 
 10/21  06:00:00,0.0,4211908.94525237,0.0 
 10/21  07:00:00,0.0,5326893.99634426,466490.129906685 
 10/21  08:00:00,0.0,4575599.30399854,2717661.76547745 
 10/21  09:00:00,0.0,3889313.42417594,2895998.41312758 
 10/21  10:00:00,0.0,1627278.33695295,5334322.47660462 
 10/21  11:00:00,1824340.12433934,0.0,9595125.91190811 
 10/21  12:00:00,1299138.65185378,0.0,9227692.86893451 
 10/21  13:00:00,658653.187603696,114236.350353948,8478438.4194913 
 10/21  14:00:00,0.0,2147471.24576396,5621490.90198594 
 10/21  15:00:00,0.0,4577995.96554703,2725866.2137149 
 10/21  16:00:00,0.0,5156875.87191249,1610139.47519006 
 10/21  17:00:00,0.0,6788862.63985726,523483.279389248 
 10/21  18:00:00,0.0,8594597.09423928,249494.131235715 
 10/21  19:00:00,0.0,9638004.09424358,0.0 
 10/21  20:00:00,0.0,9489908.28042731,0.0 
 10/21  21:00:00,0.0,8972535.32316251,0.0 
 10/21  22:00:00,0.0,7882915.42360219,0.0 
 10/21  23:00:00,0.0,6096214.61055579,0.0 
 10/21  24:00:00,0.0,4454265.19351569,0.0 
 10/22  01:00:00,0.0,3273630.43242122,0.0 
 10/22  02:00:00,0.0,2914765.29345926,0.0 
 10/22  03:00:00,0.0,2777804.66655748,0.0 
 10/22  04:00:00,0.0,2742516.21639768,0.0 
 10/22  05:00:00,0.0,3090431.84388525,0.0 
 10/22  06:00:00,0.0,4219253.48088583,0.0 
 10/22  07:00:00,0.0,5317496.10999181,380283.517971508 
 10/22  08:00:00,0.0,3359695.21614267,3223525.91511126 
 10/22  09:00:00,241319.811837209,454725.380931255,7390710.40271886 
 10/22  10:00:00,2824168.5135627,0.0,11168138.3908263 
 10/22  11:00:00,4794140.53760429,0.0,13266560.6311749 
 10/22  12:00:00,6352431.3282389,0.0,14888980.7249223 
 10/22  13:00:00,6764101.03427674,0.0,15561787.450242 
 10/22  14:00:00,5204708.94456913,0.0,14478516.2167379 
 10/22  15:00:00,2132645.98571185,0.0,11914509.6998085 
 10/22  16:00:00,0.0,2116588.50491238,8004826.49366196 
 10/22  17:00:00,0.0,6869770.90191742,3884849.08761487 
 10/22  18:00:00,0.0,10687461.1869552,397612.655546313 
 10/22  19:00:00,0.0,11651487.0309399,0.0 
 10/22  20:00:00,0.0,11355128.8487189,0.0 
 10/22  21:00:00,0.0,10722093.3420036,0.0 
 10/22  22:00:00,0.0,9590751.18850095,0.0 
 10/22  23:00:00,0.0,7594174.24503805,0.0 
 10/22  24:00:00,0.0,5717563.47958018,0.0 
 10/23  01:00:00,0.0,4147196.64776109,0.0 
 10/23  02:00:00,0.0,3485801.14606168,0.0 
 10/23  03:00:00,0.0,3101955.73819303,0.0 
 10/23  04:00:00,0.0,2859558.53638847,0.0 
 10/23  05:00:00,0.0,3042508.76970178,0.0 
 10/23  06:00:00,0.0,4114209.51187756,0.0 
 10/23  07:00:00,0.0,5144327.11156861,426259.231933896 
 10/23  08:00:00,0.0,3843840.61408211,3754867.97863628 
 10/23  09:00:00,208739.06423569,603159.663786427,7465294.82657399 
 10/23  10:00:00,2885281.41769591,0.0,11054407.2613488 
 10/23  11:00:00,5523303.53276251,0.0,13792954.4895997 
 10/23  12:00:00,6898455.23086411,0.0,15444057.8833589 
 10/23  13:00:00,6695893.92601906,0.0,15562005.7598955 
 10/23  14:00:00,5001201.89818852,0.0,14267302.2185612 
 10/23  15:00:00,1689428.07074408,0.0,11480459.102183 
 10/23  16:00:00,0.0,2538589.17707236,7652418.63460944 
 10/23  17:00:00,0.0,7097898.04064309,3728653.90949996 
 10/23  18:00:00,0.0,10745338.8705312,368955.693125471 
 10/23  19:00:00,0.0,11580888.0955113,0.0 
 10/23  20:00:00,0.0,11149358.3581796,0.0 
 10/23  21:00:00,0.0,10422870.971628,0.0 
 10/23  22:00:00,0.0,9281092.28871157,0.0 
 10/23  23:00:00,0.0,7363613.15423106,0.0 
 10/23  24:00:00,0.0,5585551.08836206,0.0 
 10/24  01:00:00,0.0,4105740.2103189,0.0 
 10/24  02:00:00,0.0,3416076.86362127,0.0 
 10/24  03:00:00,0.0,3074493.3231035,0.0 
 10/24  04:00:00,0.0,2779708.06637557,0.0 
 10/24  05:00:00,0.0,3043537.75489277,0.0 
 10/24  06:00:00,0.0,4116305.15547641,0.0 
 10/24  07:00:00,0.0,5038493.8956547,429818.36175092 
 10/24  08:00:00,0.0,3348093.61362751,3847932.91635082 
 10/24  09:00:00,461708.308035044,334632.202047612,7853779.31487922 
 10/24  10:00:00,3461734.33963941,0.0,11457616.0731506 
 10/24  11:00:00,5871149.8489512,0.0,14065683.2353114 
 10/24  12:00:00,7138893.58112559,0.0,15576335.9696284 
 10/24  13:00:00,6887863.97388018,0.0,15717645.285628 
 10/24  14:00:00,5139923.87187591,0.0,14509085.2558038 
 10/24  15:00:00,1971489.52223791,0.0,11855322.4433588 
 10/24  16:00:00,0.0,2639077.89423789,7562435.36656785 
 10/24  17:00:00,0.0,7504810.28107516,3178313.71390474 
 10/24  18:00:00,0.0,10851766.5103177,288730.651962256 
 10/24  19:00:00,0.0,11648766.700734,0.0 
 10/24  20:00:00,0.0,11182976.3384379,0.0 
 10/24  21:00:00,0.0,10426557.615332,0.0 
 10/24  22:00:00,0.0,9197515.17259803,0.0 
 10/24  23:00:00,0.0,7298252.7351763,0.0 
 10/24  24:00:00,0.0,5567846.03222704,0.0 
 10/25  01:00:00,0.0,4147617.19848954,0.0 
 10/25  02:00:00,0.0,3442105.28504255,0.0 
 10/25  03:00:00,0.0,3031265.3844205,0.0 
 10/25  04:00:00,0.0,2762821.1763855,0.0 
 10/25  05:00:00,0.0,3043685.84756235,0.0 
 10/25  06:00:00,0.0,4117235.08859763,0.0 
 10/25  07:00:00,0.0,5054138.55322515,416741.666348651 
 10/25  08:00:00,0.0,3607056.76370948,2789742.61860451 
 10/25  09:00:00,0.0,1200063.17984038,5774718.54685813 
 10/25  10:00:00,1663487.49951581,0.0,9134617.61306408 
 10/25  11:00:00,2615767.30678311,0.0,10053789.6216954 
 10/25  12:00:00,3231008.59511547,0.0,10924201.846024 
 10/25  13:00:00,229018.067882373,738946.686788422,6976696.56502481 
 10/25  14:00:00,0.0,1790189.09142291,5584902.69656273 
 10/25  15:00:00,109040.971436589,322722.381969474,7612127.81779809 
 10/25  16:00:00,0.0,2665344.81624284,5245103.80194434 
 10/25  17:00:00,0.0,6024357.59226102,2449636.29342217 
 10/25  18:00:00,0.0,8985204.22559208,266221.165781923 
 10/25  19:00:00,0.0,9935332.30047003,0.0 
 10/25  20:00:00,0.0,9658247.51550084,0.0 
 10/25  21:00:00,0.0,9032200.85789377,0.0 
 10/25  22:00:00,0.0,7802446.40532114,0.0 
 10/25  23:00:00,0.0,5897357.94101412,0.0 
 10/25  24:00:00,0.0,4260578.85388945,0.0 
 10/26  01:00:00,0.0,3213344.07719355,0.0 
 10/26  02:00:00,0.0,2879097.42747494,0.0 
 10/26  03:00:00,0.0,2755700.72410321,0.0 
 10/26  04:00:00,0.0,2724354.80348891,0.0 
 10/26  05:00:00,0.0,3409090.04151403,0.0 
 10/26  06:00:00,0.0,5098096.80468375,0.0 
 10/26  07:00:00,0.0,5991958.42409139,396226.419974748 
 10/26  08:00:00,0.0,2862060.22485667,3345038.89535378 
 10/26  09:00:00,1455355.17340293,42629.9209578755,7336372.99987935 
 10/26  10:00:00,5270388.00345469,0.0,11165142.3419657 
 10/26  11:00:00,7670128.11471156,0.0,13959166.4223343 
 10/26  12:00:00,9089240.48542607,0.0,15627742.3910951 
 10/26  13:00:00,9113301.70443035,0.0,15899755.4262178 
 10/26  14:00:00,7584844.14122027,0.0,14882641.6698915 
 10/26  15:00:00,4103392.54429147,0.0,11966697.6229346 
 10/26  16:00:00,283575.785493598,628799.023392473,7787893.10875279 
 10/26  17:00:00,0.0,5134497.43004986,3697277.33843641 
 10/26  18:00:00,0.0,8969372.65717709,347826.31563097 
 10/26  19:00:00,0.0,9842476.92735428,0.0 
 10/26  20:00:00,0.0,9484224.87253074,0.0 
 10/26  21:00:00,0.0,8854362.92724476,0.0 
 10/26  22:00:00,0.0,7719627.09631357,0.0 
 10/26  23:00:00,0.0,5858513.26073414,0.0 
 10/26  24:00:00,0.0,4239874.37455215,0.0 
 10/27  01:00:00,0.0,3214133.77676201,0.0 
 10/27  02:00:00,0.0,2880566.96390501,0.0 
 10/27  03:00:00,0.0,2757499.60133799,0.0 
 10/27  04:00:00,0.0,3421407.05013176,0.0 
 10/27  05:00:00,0.0,4892013.10421729,0.0 
 10/27  06:00:00,0.0,6452328.20446678,0.0 
 10/27  07:00:00,0.0,7499360.77945563,282974.602427236 
 10/27  08:00:00,0.0,2742256.96270367,3627203.28185616 
 10/27  09:00:00,1882799.17369605,0.0,7810775.20206771 
 10/27  10:00:00,5759303.32668169,0.0,11483368.9627684 
 10/27  11:00:00,8046410.79699858,0.0,14224820.7704508 
 10/27  12:00:00,9299948.92655748,0.0,15841309.5576289 
 10/27  13:00:00,9184592.07201192,0.0,15990209.955353 
 10/27  14:00:00,7380311.38531522,0.0,14613942.0672417 
 10/27  15:00:00,4013521.62182004,0.0,11865327.9114864 
 10/27  16:00:00,355804.091008407,587193.407656985,8069018.01046924 
 10/27  17:00:00,0.0,5162939.77638797,3845921.07255489 
 10/27  18:00:00,0.0,9130562.30630841,342889.547477209 
 10/27  19:00:00,0.0,10032238.0743204,0.0 
 10/27  20:00:00,0.0,9632670.63301228,0.0 
 10/27  21:00:00,0.0,8986445.78372073,0.0 
 10/27  22:00:00,0.0,7804324.30336754,0.0 
 10/27  23:00:00,0.0,5960968.25148069,0.0 
 10/27  24:00:00,0.0,4261261.088308,0.0 
 10/28  01:00:00,0.0,3278110.88156226,0.0 
 10/28  02:00:00,0.0,2918348.35611395,0.0 
 10/28  03:00:00,0.0,2782145.79849719,0.0 
 10/28  04:00:00,0.0,3613524.28578026,0.0 
 10/28  05:00:00,0.0,4750661.1565096,0.0 
 10/28  06:00:00,0.0,6352968.92529101,0.0 
 10/28  07:00:00,0.0,7711399.0102296,252255.021359748 
 10/28  08:00:00,0.0,3243313.86159664,3408933.2330034 
 10/28  09:00:00,1044355.32062598,154037.549905576,7229543.20311752 
 10/28  10:00:00,4474145.59319497,0.0,10878803.7313383 
 10/28  11:00:00,6769648.85637655,0.0,13657632.2799702 
 10/28  12:00:00,8077685.44302011,0.0,15238340.964287 
 10/28  13:00:00,7868544.06165557,0.0,15438467.1776304 
 10/28  14:00:00,6143173.58190103,0.0,14247898.0756567 
 10/28  15:00:00,2868656.49775366,0.0,11503375.9332137 
 10/28  16:00:00,1345.9006099819,1381851.34631886,7616106.14358548 
 10/28  17:00:00,0.0,6138598.83152993,3448818.55090193 
 10/28  18:00:00,0.0,9688450.58033885,220000.447422237 
 10/28  19:00:00,0.0,10479871.164169,0.0 
 10/28  20:00:00,0.0,10080367.8760138,0.0 
 10/28  21:00:00,0.0,9409365.32376219,0.0 
 10/28  22:00:00,0.0,8131725.47714128,0.0 
 10/28  23:00:00,0.0,6135600.43368511,0.0 
 10/28  24:00:00,0.0,4404219.45507874,0.0 
 10/29  01:00:00,0.0,3278145.71502373,0.0 
 10/29  02:00:00,0.0,2918271.61290599,0.0 
 10/29  03:00:00,0.0,2781770.90696972,0.0 
 10/29  04:00:00,0.0,3076437.39477678,0.0 
 10/29  05:00:00,0.0,4432467.2015375,0.0 
 10/29  06:00:00,0.0,6305325.74271153,0.0 
 10/29  07:00:00,0.0,8065931.05540899,247424.771030827 
 10/29  08:00:00,0.0,3375144.68130101,3386254.23529416 
 10/29  09:00:00,920670.601064019,161709.056967693,7103030.40259285 
 10/29  10:00:00,4176214.21329276,0.0,10366817.6752226 
 10/29  11:00:00,6879472.80454362,0.0,13640002.8961379 
 10/29  12:00:00,8064046.53557031,0.0,15081163.2100561 
 10/29  13:00:00,7588311.62487335,0.0,14773183.1954793 
 10/29  14:00:00,6653146.83328917,0.0,14373289.5791977 
 10/29  15:00:00,3448844.26163764,0.0,11654240.2215451 
 10/29  16:00:00,141184.721888881,1064170.51272116,7681391.26990391 
 10/29  17:00:00,0.0,5915460.65613841,3397538.64017679 
 10/29  18:00:00,0.0,9461577.79127269,212592.70101237 
 10/29  19:00:00,0.0,10177928.115239,0.0 
 10/29  20:00:00,0.0,9805908.09638677,0.0 
 10/29  21:00:00,0.0,9114868.99601616,0.0 
 10/29  22:00:00,0.0,7968001.45534864,0.0 
 10/29  23:00:00,0.0,6066180.67388218,0.0 
 10/29  24:00:00,0.0,4374452.5904903,0.0 
 10/30  01:00:00,0.0,3217486.94163957,0.0 
 10/30  02:00:00,0.0,2884367.90815817,0.0 
 10/30  03:00:00,0.0,3906707.66563681,0.0 
 10/30  04:00:00,0.0,5040366.03174783,0.0 
 10/30  05:00:00,0.0,5964908.01801059,0.0 
 10/30  06:00:00,0.0,7528103.26443281,0.0 
 10/30  07:00:00,0.0,8633613.55109369,264216.013931603 
 10/30  08:00:00,0.0,2991796.67366443,3577447.87365332 
 10/30  09:00:00,1528695.84198558,0.0,7466655.85828248 
 10/30  10:00:00,5193514.11528424,0.0,10946368.8702821 
 10/30  11:00:00,7256591.77124757,0.0,13478431.5854046 
 10/30  12:00:00,8352044.15368229,0.0,14936225.4717699 
 10/30  13:00:00,7796041.17458349,0.0,14719435.7102792 
 10/30  14:00:00,6186784.83918789,0.0,13682210.8246057 
 10/30  15:00:00,2659574.27763405,0.0,10489735.7372437 
 10/30  16:00:00,45775.345854491,1547613.2598629,6625613.19702308 
 10/30  17:00:00,0.0,6454221.93323888,1860298.24635374 
 10/30  18:00:00,0.0,9018013.08299334,149925.822832092 
 10/30  19:00:00,0.0,9798029.05340066,0.0 
 10/30  20:00:00,0.0,9362341.75164921,0.0 
 10/30  21:00:00,0.0,8739050.52605912,0.0 
 10/30  22:00:00,0.0,7668848.30286758,0.0 
 10/30  23:00:00,0.0,5820944.36453986,0.0 
 10/30  24:00:00,0.0,4222829.75217797,0.0 
 10/31  01:00:00,0.0,3216670.88290713,0.0 
 10/31  02:00:00,0.0,2882078.40362304,0.0 
 10/31  03:00:00,0.0,2758122.8803295,0.0 
 10/31  04:00:00,0.0,3195575.2164079,0.0 
 10/31  05:00:00,0.0,4524086.75609115,0.0 
 10/31  06:00:00,0.0,5887330.68798699,0.0 
 10/31  07:00:00,0.0,6927214.91701292,170305.609788266 
 10/31  08:00:00,0.0,4822040.79826814,1801832.06879188 
 10/31  09:00:00,0.0,1676780.07969832,4266430.97649531 
 10/31  10:00:00,1627750.8386366,0.0,7326267.05110834 
 10/31  11:00:00,6009793.30482504,0.0,12107369.6629899 
 10/31  12:00:00,7664987.05639519,0.0,14452343.3576414 
 10/31  13:00:00,7882443.58967985,0.0,15074010.9693125 
 10/31  14:00:00,4318801.87086729,0.0,11893510.1094285 
 10/31  15:00:00,590182.316042342,229322.051786667,8165701.61710036 
 10/31  16:00:00,0.0,2544239.94764135,5495392.81809304 
 10/31  17:00:00,0.0,6046060.41558773,2863000.65983127 
 10/31  18:00:00,0.0,9389717.51103537,236787.027006926 
 10/31  19:00:00,0.0,10302902.9366536,0.0 
 10/31  20:00:00,0.0,10042192.9262499,0.0 
 10/31  21:00:00,0.0,9425324.06595115,0.0 
 10/31  22:00:00,0.0,8372104.1883667,0.0 
 10/31  23:00:00,0.0,6602158.72567846,0.0 
 10/31  24:00:00,0.0,4980035.94677907,0.0 
 11/01  01:00:00,0.0,3692358.21075782,0.0 
 11/01  02:00:00,0.0,3165192.96315082,0.0 
 11/01  03:00:00,0.0,2904278.11906768,0.0 
 11/01  04:00:00,0.0,2741266.0536711,0.0 
 11/01  05:00:00,0.0,3045984.02555269,0.0 
 11/01  06:00:00,0.0,4124316.32824587,0.0 
 11/01  07:00:00,0.0,5297737.55337231,190394.728710808 
 11/01  08:00:00,0.0,4227578.1593349,2097099.17012981 
 11/01  09:00:00,5502.99737240967,1651692.13422866,4644141.48176512 
 11/01  10:00:00,3347032.06933404,0.0,10292888.6025132 
 11/01  11:00:00,5860690.24097831,0.0,12982861.6041688 
 11/01  12:00:00,7016467.17157259,0.0,14279103.1730918 
 11/01  13:00:00,7412101.68071209,0.0,14921558.5117617 
 11/01  14:00:00,6088758.11375145,0.0,13880943.5579266 
 11/01  15:00:00,3175213.45404884,0.0,11425996.2524021 
 11/01  16:00:00,168934.152491435,878345.447941265,7944928.36449279 
 11/01  17:00:00,0.0,5509496.15835965,3745908.64514455 
 11/01  18:00:00,0.0,9116783.69140977,362491.067255338 
 11/01  19:00:00,0.0,9934193.84382049,0.0 
 11/01  20:00:00,0.0,9571866.47770038,0.0 
 11/01  21:00:00,0.0,8901696.70696854,0.0 
 11/01  22:00:00,0.0,7758437.96956755,0.0 
 11/01  23:00:00,0.0,5920137.70409265,0.0 
 11/01  24:00:00,0.0,4271738.65114595,0.0 
 11/02  01:00:00,0.0,3216902.15069632,0.0 
 11/02  02:00:00,0.0,2881990.46781178,0.0 
 11/02  03:00:00,0.0,2758504.28819212,0.0 
 11/02  04:00:00,0.0,3206115.7225261,0.0 
 11/02  05:00:00,0.0,4471809.35891836,0.0 
 11/02  06:00:00,0.0,6018847.78310467,0.0 
 11/02  07:00:00,0.0,7251821.65077444,190747.707553747 
 11/02  08:00:00,0.0,3839579.92553196,2544550.15817207 
 11/02  09:00:00,527809.937324013,559816.282544766,5916131.52270086 
 11/02  10:00:00,4104336.93883506,0.0,9905993.05279568 
 11/02  11:00:00,4375515.18928213,0.0,10421793.9350728 
 11/02  12:00:00,6126131.85913822,0.0,12487037.6253697 
 11/02  13:00:00,5627477.89382893,0.0,11970752.0922213 
 11/02  14:00:00,4870123.73994057,0.0,11521163.5594544 
 11/02  15:00:00,3152149.28198256,0.0,10284888.0778879 
 11/02  16:00:00,137795.7742216,1252933.01511948,6264254.08359612 
 11/02  17:00:00,0.0,5590158.06673102,2078539.09248412 
 11/02  18:00:00,0.0,8221584.54143936,320121.069099202 
 11/02  19:00:00,0.0,9203624.44096397,0.0 
 11/02  20:00:00,0.0,8912526.26225817,0.0 
 11/02  21:00:00,0.0,8378952.24381034,0.0 
 11/02  22:00:00,0.0,7273346.81107487,0.0 
 11/02  23:00:00,0.0,5509573.2368993,0.0 
 11/02  24:00:00,0.0,4219200.69165694,0.0 
 11/03  01:00:00,0.0,3220187.12646645,0.0 
 11/03  02:00:00,0.0,2884746.27464342,0.0 
 11/03  03:00:00,0.0,3142300.23651939,0.0 
 11/03  04:00:00,0.0,3706278.17792439,0.0 
 11/03  05:00:00,0.0,4339448.31939051,0.0 
 11/03  06:00:00,0.0,5476323.28271831,0.0 
 11/03  07:00:00,0.0,6646845.00289773,146674.686314662 
 11/03  08:00:00,0.0,4991641.61677585,1690301.83488276 
 11/03  09:00:00,0.0,1514418.12067638,4438606.84987325 
 11/03  10:00:00,159648.133842117,555865.5299068,5314032.82724761 
 11/03  11:00:00,2057299.36964262,0.0,7523108.99524171 
 11/03  12:00:00,434974.801120721,33704.7197563234,5615090.04717715 
 11/03  13:00:00,2460633.55883065,0.0,7664018.73728341 
 11/03  14:00:00,3530717.86796187,0.0,9382861.62414763 
 11/03  15:00:00,349577.719268922,451771.024303811,5479375.14544299 
 11/03  16:00:00,0.0,2852554.12865577,2785266.54606511 
 11/03  17:00:00,0.0,5075949.75585976,1625620.52372752 
 11/03  18:00:00,0.0,7634714.8504274,222383.101579888 
 11/03  19:00:00,0.0,8426421.90285298,0.0 
 11/03  20:00:00,0.0,8200189.84571451,0.0 
 11/03  21:00:00,0.0,7811878.00248432,0.0 
 11/03  22:00:00,0.0,6907462.86919415,0.0 
 11/03  23:00:00,0.0,5474794.30185051,0.0 
 11/03  24:00:00,0.0,4222000.2855818,0.0 
 11/04  01:00:00,0.0,3284935.91808905,0.0 
 11/04  02:00:00,0.0,2923270.27871756,0.0 
 11/04  03:00:00,0.0,2983996.45771904,0.0 
 11/04  04:00:00,0.0,3544169.25293812,0.0 
 11/04  05:00:00,0.0,4526360.38191884,0.0 
 11/04  06:00:00,0.0,6127927.77379741,0.0 
 11/04  07:00:00,0.0,7630571.00137013,155961.151094622 
 11/04  08:00:00,0.0,4945997.56628181,2181646.14071579 
 11/04  09:00:00,320417.835354109,656632.738226684,6030235.78769873 
 11/04  10:00:00,3564358.76370239,0.0,9720376.58486979 
 11/04  11:00:00,5959827.79090197,0.0,12513203.0102833 
 11/04  12:00:00,7251093.37559734,0.0,14104545.3596163 
 11/04  13:00:00,6973270.60626753,0.0,13978380.2687585 
 11/04  14:00:00,4736900.69608537,0.0,12028247.224694 
 11/04  15:00:00,2178177.5980453,0.0,9862821.69409157 
 11/04  16:00:00,0.0,1629420.33177192,6317432.42859814 
 11/04  17:00:00,0.0,6038145.9292207,2509206.75478573 
 11/04  18:00:00,0.0,9103328.89580252,256586.354648626 
 11/04  19:00:00,0.0,10136850.8776769,0.0 
 11/04  20:00:00,0.0,9810849.25958764,0.0 
 11/04  21:00:00,0.0,9125345.8886288,0.0 
 11/04  22:00:00,0.0,7960924.15920197,0.0 
 11/04  23:00:00,0.0,6105456.58628168,0.0 
 11/04  24:00:00,0.0,4393658.40926854,0.0 
 11/05  01:00:00,0.0,3282369.21764702,0.0 
 11/05  02:00:00,0.0,2920501.0469983,0.0 
 11/05  03:00:00,0.0,2783668.92813424,0.0 
 11/05  04:00:00,0.0,3137778.25569029,0.0 
 11/05  05:00:00,0.0,4234710.37977044,0.0 
 11/05  06:00:00,0.0,6027032.52576819,0.0 
 11/05  07:00:00,0.0,7437100.68674154,198028.583123254 
 11/05  08:00:00,0.0,3524657.65510777,3062086.86357131 
 11/05  09:00:00,1100112.48281559,175034.975903839,7291558.77867422 
 11/05  10:00:00,4156315.97357902,0.0,10906428.5931881 
 11/05  11:00:00,6293035.26966837,0.0,13459073.3474207 
 11/05  12:00:00,7534861.7257112,0.0,14908181.6740893 
 11/05  13:00:00,7433453.49812183,0.0,15039270.4677722 
 11/05  14:00:00,5852675.54375823,0.0,13852948.18637 
 11/05  15:00:00,2825718.88966596,0.0,11373463.7672329 
 11/05  16:00:00,47229.2549440657,1350813.35452841,7802206.07640813 
 11/05  17:00:00,0.0,6189963.65595006,3611076.94599261 
 11/05  18:00:00,0.0,9730409.29654968,275451.034655376 
 11/05  19:00:00,0.0,10542768.113978,0.0 
 11/05  20:00:00,0.0,10157486.9672878,0.0 
 11/05  21:00:00,0.0,9475325.47554454,0.0 
 11/05  22:00:00,0.0,8295280.50471163,0.0 
 11/05  23:00:00,0.0,6351446.14635025,0.0 
 11/05  24:00:00,0.0,4517255.06354747,0.0 
 11/06  01:00:00,0.0,3218029.08385074,0.0 
 11/06  02:00:00,0.0,2881625.31890813,0.0 
 11/06  03:00:00,0.0,2757534.33695008,0.0 
 11/06  04:00:00,0.0,2726809.55055481,0.0 
 11/06  05:00:00,0.0,3519686.40942102,0.0 
 11/06  06:00:00,0.0,5275307.32490258,0.0 
 11/06  07:00:00,0.0,6673416.51138439,162067.988727712 
 11/06  08:00:00,0.0,3838265.0709101,2512198.57595066 
 11/06  09:00:00,890121.585299565,245641.244155063,6604860.9722976 
 11/06  10:00:00,4506690.66101159,0.0,10326182.5518268 
 11/06  11:00:00,6813194.31516169,0.0,13080653.6905611 
 11/06  12:00:00,7836470.26894137,0.0,14547436.5742757 
 11/06  13:00:00,7544458.2090774,0.0,14677620.301277 
 11/06  14:00:00,5723271.4362512,0.0,13302945.4543271 
 11/06  15:00:00,2365164.08115594,0.0,10356507.5420155 
 11/06  16:00:00,0.0,1754209.32829044,6538776.83911792 
 11/06  17:00:00,0.0,6461657.29216975,2099981.49489042 
 11/06  18:00:00,0.0,9259379.24675115,156024.094082585 
 11/06  19:00:00,0.0,10116767.1191643,0.0 
 11/06  20:00:00,0.0,9736334.3214345,0.0 
 11/06  21:00:00,0.0,9106346.70583492,0.0 
 11/06  22:00:00,0.0,8064594.804181,0.0 
 11/06  23:00:00,0.0,6214630.08523112,0.0 
 11/06  24:00:00,0.0,4521700.18094086,0.0 
 11/07  01:00:00,0.0,3237772.1182374,0.0 
